event_id,game_session,timestamp,event_data,installation_id,event_count,event_code,game_time,title,type,world
2b9272f4,1c691f67ef07d047,2019-09-14T15:17:51.114Z,"{""description"":""Everybody has just the right amount of water. Alright!"",""identifier"":""water_success"",""media_type"":""animation"",""duration"":4449,""level"":2,""round"":4,""event_count"":64,""game_time"":79106,""event_code"":3121}",0006c192,64,3121,79106,Scrub-A-Dub,Game,MAGMAPEAK
37c53127,1c691f67ef07d047,2019-09-14T15:17:51.115Z,"{""duration"":9916,""misses"":0,""level"":2,""round"":4,""event_count"":66,""game_time"":79106,""event_code"":2050}",0006c192,66,2050,79106,Scrub-A-Dub,Game,MAGMAPEAK
08fd73f3,1c691f67ef07d047,2019-09-14T15:17:51.115Z,"{""duration"":5882,""round_target"":{""size"":1,""type"":""Water"",""animal"":""sheep""},""misses"":0,""level"":2,""round"":4,""event_count"":65,""game_time"":79106,""event_code"":2030}",0006c192,65,2030,79106,Scrub-A-Dub,Game,MAGMAPEAK
dcaede90,1c691f67ef07d047,2019-09-14T15:17:53.232Z,"{""level"":3,""round"":4,""event_count"":67,""game_time"":81224,""event_code"":2040}",0006c192,67,2040,81224,Scrub-A-Dub,Game,MAGMAPEAK
26fd2d99,1c691f67ef07d047,2019-09-14T15:17:53.232Z,"{""round_target"":{""size"":3,""type"":""Soap"",""animal"":""hog""},""options"":[3,1],""animals"":[""hog"",""sheep""],""level"":3,""round"":5,""event_count"":68,""game_time"":81224,""event_code"":2020}",0006c192,68,2020,81224,Scrub-A-Dub,Game,MAGMAPEAK
f71c4741,1c691f67ef07d047,2019-09-14T15:17:53.233Z,"{""description"":""Now match the animals to the soap that's just the right size!"",""identifier"":""soap_question"",""media_type"":""animation"",""total_duration"":4866,""level"":3,""round"":5,""event_count"":69,""game_time"":81224,""event_code"":3010}",0006c192,69,3010,81224,Scrub-A-Dub,Game,MAGMAPEAK
f7e47413,1c691f67ef07d047,2019-09-14T15:17:55.525Z,"{""description"":""Now match the animals to the soap that's just the right size!"",""identifier"":""soap_question"",""media_type"":""animation"",""duration"":2283,""level"":3,""round"":5,""event_count"":70,""game_time"":83507,""event_code"":3110}",0006c192,70,3110,83507,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,1c691f67ef07d047,2019-09-14T15:17:55.526Z,"{""size"":1,""item_type"":""Soap"",""position"":2,""animal"":""hog"",""correct"":false,""coordinates"":{""x"":1404,""y"":367,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":71,""game_time"":83507,""event_code"":4020}",0006c192,71,4020,83507,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:56.015Z,"{""coordinates"":{""x"":1402,""y"":351,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":72,""game_time"":84007,""event_code"":4070}",0006c192,72,4070,84007,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:56.897Z,"{""coordinates"":{""x"":946,""y"":327,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":73,""game_time"":84890,""event_code"":4070}",0006c192,73,4070,84890,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:57.332Z,"{""coordinates"":{""x"":1276,""y"":505,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":74,""game_time"":85323,""event_code"":4070}",0006c192,74,4070,85323,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:57.334Z,"{""coordinates"":{""x"":852,""y"":337,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":75,""game_time"":85323,""event_code"":4070}",0006c192,75,4070,85323,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:57.697Z,"{""coordinates"":{""x"":826,""y"":393,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":76,""game_time"":85690,""event_code"":4070}",0006c192,76,4070,85690,Scrub-A-Dub,Game,MAGMAPEAK
d88e8f25,1c691f67ef07d047,2019-09-14T15:17:57.897Z,"{""description"":""A hog that big and that filthy is going to need a soap bigger than that."",""identifier"":""hog_soap_bigger"",""media_type"":""animation"",""total_duration"":5033,""level"":3,""round"":5,""event_count"":77,""game_time"":85890,""event_code"":3020}",0006c192,77,3020,85890,Scrub-A-Dub,Game,MAGMAPEAK
ac92046e,1c691f67ef07d047,2019-09-14T15:17:57.940Z,"{""description"":""A hog that big and that filthy is going to need a soap bigger than that."",""identifier"":""hog_soap_bigger"",""media_type"":""animation"",""duration"":17,""level"":3,""round"":5,""event_count"":78,""game_time"":85907,""event_code"":3120}",0006c192,78,3120,85907,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,1c691f67ef07d047,2019-09-14T15:17:57.943Z,"{""size"":3,""item_type"":""Soap"",""position"":1,""animal"":""hog"",""correct"":true,""coordinates"":{""x"":836,""y"":375,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":79,""game_time"":85907,""event_code"":4020}",0006c192,79,4020,85907,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:58.148Z,"{""coordinates"":{""x"":780,""y"":417,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":80,""game_time"":86141,""event_code"":4070}",0006c192,80,4070,86141,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:58.298Z,"{""coordinates"":{""x"":820,""y"":345,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":81,""game_time"":86290,""event_code"":4070}",0006c192,81,4070,86290,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:58.966Z,"{""coordinates"":{""x"":1462,""y"":433,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":82,""game_time"":86957,""event_code"":4070}",0006c192,82,4070,86957,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:59.148Z,"{""coordinates"":{""x"":1434,""y"":349,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":83,""game_time"":87140,""event_code"":4070}",0006c192,83,4070,87140,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:59.346Z,"{""coordinates"":{""x"":1406,""y"":319,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":84,""game_time"":87341,""event_code"":4070}",0006c192,84,4070,87341,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:17:59.551Z,"{""coordinates"":{""x"":1392,""y"":317,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":5,""event_count"":85,""game_time"":87541,""event_code"":4070}",0006c192,85,4070,87541,Scrub-A-Dub,Game,MAGMAPEAK
08fd73f3,1c691f67ef07d047,2019-09-14T15:17:59.650Z,"{""duration"":6417,""round_target"":{""size"":3,""type"":""Soap"",""animal"":""hog""},""misses"":1,""level"":3,""round"":5,""event_count"":86,""game_time"":87641,""event_code"":2030}",0006c192,86,2030,87641,Scrub-A-Dub,Game,MAGMAPEAK
26fd2d99,1c691f67ef07d047,2019-09-14T15:17:59.651Z,"{""round_target"":{""size"":1,""type"":""Soap"",""animal"":""sheep""},""options"":[3,1],""animals"":[""sheep""],""level"":3,""round"":6,""event_count"":87,""game_time"":87641,""event_code"":2020}",0006c192,87,2020,87641,Scrub-A-Dub,Game,MAGMAPEAK
f71c4741,1c691f67ef07d047,2019-09-14T15:17:59.653Z,"{""description"":""Which soap is right for the sheep?"",""identifier"":""sheep_whichsoap"",""media_type"":""animation"",""total_duration"":2166,""level"":3,""round"":6,""event_count"":88,""game_time"":87641,""event_code"":3010}",0006c192,88,3010,87641,Scrub-A-Dub,Game,MAGMAPEAK
f7e47413,1c691f67ef07d047,2019-09-14T15:17:59.790Z,"{""description"":""Which soap is right for the sheep?"",""identifier"":""sheep_whichsoap"",""media_type"":""animation"",""duration"":133,""level"":3,""round"":6,""event_count"":89,""game_time"":87774,""event_code"":3110}",0006c192,89,3110,87774,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,1c691f67ef07d047,2019-09-14T15:17:59.793Z,"{""size"":1,""item_type"":""Soap"",""position"":2,""animal"":""sheep"",""correct"":true,""coordinates"":{""x"":1382,""y"":337,""stage_width"":2028,""stage_height"":1082},""level"":3,""round"":6,""event_count"":90,""game_time"":87774,""event_code"":4020}",0006c192,90,4020,87774,Scrub-A-Dub,Game,MAGMAPEAK
73757a5e,1c691f67ef07d047,2019-09-14T15:18:01.033Z,"{""description"":""Everybody has just the right amount of soap! Yes!"",""identifier"":""soap_success"",""media_type"":""animation"",""total_duration"":4766,""level"":3,""round"":6,""event_count"":91,""game_time"":89024,""event_code"":3021}",0006c192,91,3021,89024,Scrub-A-Dub,Game,MAGMAPEAK
2b9272f4,1c691f67ef07d047,2019-09-14T15:18:05.832Z,"{""description"":""Everybody has just the right amount of soap! Yes!"",""identifier"":""soap_success"",""media_type"":""animation"",""duration"":4800,""level"":3,""round"":6,""event_count"":92,""game_time"":93824,""event_code"":3121}",0006c192,92,3121,93824,Scrub-A-Dub,Game,MAGMAPEAK
37c53127,1c691f67ef07d047,2019-09-14T15:18:05.832Z,"{""duration"":12600,""misses"":1,""level"":3,""round"":6,""event_count"":94,""game_time"":93824,""event_code"":2050}",0006c192,94,2050,93824,Scrub-A-Dub,Game,MAGMAPEAK
08fd73f3,1c691f67ef07d047,2019-09-14T15:18:05.832Z,"{""duration"":6183,""round_target"":{""size"":1,""type"":""Soap"",""animal"":""sheep""},""misses"":0,""level"":3,""round"":6,""event_count"":93,""game_time"":93824,""event_code"":2030}",0006c192,93,2030,93824,Scrub-A-Dub,Game,MAGMAPEAK
5a848010,1c691f67ef07d047,2019-09-14T15:18:08.815Z,"{""movie_id"":""scrubadub_outro"",""duration"":13900,""description"":""Woo hoo! You did it! You helped the farmer scrub-a-dub-dub the animals so they are all clean and cute and cuddly just in time to have their picture taken. Smile!"",""level"":3,""round"":6,""event_count"":95,""game_time"":96807,""event_code"":2080}",0006c192,95,2080,96807,Scrub-A-Dub,Game,MAGMAPEAK
c1cac9a2,1c691f67ef07d047,2019-09-14T15:18:16.322Z,"{""movie_id"":""scrubadub_outro"",""duration"":13900,""description"":""Woo hoo! You did it! You helped the farmer scrub-a-dub-dub the animals so they are all clean and cute and cuddly just in time to have their picture taken. Smile!"",""time_played"":7503,""level"":3,""round"":6,""event_count"":96,""game_time"":104310,""event_code"":2081}",0006c192,96,2081,104310,Scrub-A-Dub,Game,MAGMAPEAK
5a848010,1c691f67ef07d047,2019-09-14T15:18:16.325Z,"{""movie_id"":""scrubadub_outro_picture"",""duration"":3666,""description"":""Wanna help the farmer clean up the animals again?"",""level"":3,""round"":6,""event_count"":97,""game_time"":104310,""event_code"":2080}",0006c192,97,2080,104310,Scrub-A-Dub,Game,MAGMAPEAK
4a09ace1,1c691f67ef07d047,2019-09-14T15:18:19.983Z,"{""movie_id"":""scrubadub_outro_picture"",""duration"":3666,""description"":""Wanna help the farmer clean up the animals again?"",""level"":3,""round"":6,""event_count"":98,""game_time"":107975,""event_code"":2083}",0006c192,98,2083,107975,Scrub-A-Dub,Game,MAGMAPEAK
f71c4741,1c691f67ef07d047,2019-09-14T15:18:21.933Z,"{""description"":""First you need to match the animals to the tubs that are just the right size!"",""identifier"":""tub_question"",""media_type"":""animation"",""total_duration"":4933,""level"":4,""round"":7,""event_count"":101,""game_time"":109925,""event_code"":3010}",0006c192,101,3010,109925,Scrub-A-Dub,Game,MAGMAPEAK
26fd2d99,1c691f67ef07d047,2019-09-14T15:18:21.933Z,"{""round_target"":{""size"":4,""type"":""Tub"",""animal"":""cow""},""options"":[3,1,4],""animals"":[""cow"",""sheep"",""hog""],""level"":4,""round"":7,""event_count"":100,""game_time"":109925,""event_code"":2020}",0006c192,100,2020,109925,Scrub-A-Dub,Game,MAGMAPEAK
dcaede90,1c691f67ef07d047,2019-09-14T15:18:21.933Z,"{""level"":4,""round"":6,""event_count"":99,""game_time"":109925,""event_code"":2040}",0006c192,99,2040,109925,Scrub-A-Dub,Game,MAGMAPEAK
f7e47413,1c691f67ef07d047,2019-09-14T15:18:24.789Z,"{""description"":""First you need to match the animals to the tubs that are just the right size!"",""identifier"":""tub_question"",""media_type"":""animation"",""duration"":2833,""level"":4,""round"":7,""event_count"":102,""game_time"":112758,""event_code"":3110}",0006c192,102,3110,112758,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,1c691f67ef07d047,2019-09-14T15:18:24.792Z,"{""size"":3,""item_type"":""Tub"",""position"":1,""animal"":""cow"",""correct"":false,""coordinates"":{""x"":710,""y"":275,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":103,""game_time"":112758,""event_code"":4020}",0006c192,103,4020,112758,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:25.332Z,"{""coordinates"":{""x"":692,""y"":309,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":104,""game_time"":113325,""event_code"":4070}",0006c192,104,4070,113325,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:25.732Z,"{""coordinates"":{""x"":1074,""y"":259,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":105,""game_time"":113725,""event_code"":4070}",0006c192,105,4070,113725,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:26.013Z,"{""coordinates"":{""x"":1146,""y"":337,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":106,""game_time"":113989,""event_code"":4070}",0006c192,106,4070,113989,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:26.214Z,"{""coordinates"":{""x"":1146,""y"":321,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":107,""game_time"":114208,""event_code"":4070}",0006c192,107,4070,114208,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:26.415Z,"{""coordinates"":{""x"":1118,""y"":267,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":108,""game_time"":114408,""event_code"":4070}",0006c192,108,4070,114408,Scrub-A-Dub,Game,MAGMAPEAK
d88e8f25,1c691f67ef07d047,2019-09-14T15:18:26.516Z,"{""description"":""A cow that humongous is gonna need a tub bigger than that."",""identifier"":""cow_tub_bigger"",""media_type"":""animation"",""total_duration"":5300,""level"":4,""round"":7,""event_count"":109,""game_time"":114508,""event_code"":3020}",0006c192,109,3020,114508,Scrub-A-Dub,Game,MAGMAPEAK
ac92046e,1c691f67ef07d047,2019-09-14T15:18:26.727Z,"{""description"":""A cow that humongous is gonna need a tub bigger than that."",""identifier"":""cow_tub_bigger"",""media_type"":""animation"",""duration"":200,""level"":4,""round"":7,""event_count"":110,""game_time"":114708,""event_code"":3120}",0006c192,110,3120,114708,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,1c691f67ef07d047,2019-09-14T15:18:26.732Z,"{""size"":4,""item_type"":""Tub"",""position"":3,""animal"":""cow"",""correct"":true,""coordinates"":{""x"":1446,""y"":307,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":111,""game_time"":114708,""event_code"":4020}",0006c192,111,4020,114708,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:26.734Z,"{""coordinates"":{""x"":1434,""y"":29,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":112,""game_time"":114708,""event_code"":4070}",0006c192,112,4070,114708,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:26.950Z,"{""coordinates"":{""x"":1662,""y"":307,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":113,""game_time"":114942,""event_code"":4070}",0006c192,113,4070,114942,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:27.382Z,"{""coordinates"":{""x"":1092,""y"":349,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":114,""game_time"":115375,""event_code"":4070}",0006c192,114,4070,115375,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:27.632Z,"{""coordinates"":{""x"":1124,""y"":321,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":115,""game_time"":115625,""event_code"":4070}",0006c192,115,4070,115625,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:27.937Z,"{""coordinates"":{""x"":746,""y"":405,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":116,""game_time"":115910,""event_code"":4070}",0006c192,116,4070,115910,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:28.131Z,"{""coordinates"":{""x"":818,""y"":317,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":7,""event_count"":117,""game_time"":116125,""event_code"":4070}",0006c192,117,4070,116125,Scrub-A-Dub,Game,MAGMAPEAK
08fd73f3,1c691f67ef07d047,2019-09-14T15:18:28.267Z,"{""duration"":6333,""round_target"":{""size"":4,""type"":""Tub"",""animal"":""cow""},""misses"":1,""level"":4,""round"":7,""event_count"":118,""game_time"":116258,""event_code"":2030}",0006c192,118,2030,116258,Scrub-A-Dub,Game,MAGMAPEAK
26fd2d99,1c691f67ef07d047,2019-09-14T15:18:28.269Z,"{""round_target"":{""size"":1,""type"":""Tub"",""animal"":""sheep""},""options"":[3,1,4],""animals"":[""sheep"",""hog""],""level"":4,""round"":8,""event_count"":119,""game_time"":116258,""event_code"":2020}",0006c192,119,2020,116258,Scrub-A-Dub,Game,MAGMAPEAK
f71c4741,1c691f67ef07d047,2019-09-14T15:18:28.269Z,"{""description"":""Which tub is the right size for the sheep?"",""identifier"":""sheep_whichtub"",""media_type"":""animation"",""total_duration"":3333,""level"":4,""round"":8,""event_count"":120,""game_time"":116258,""event_code"":3010}",0006c192,120,3010,116258,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:28.438Z,"{""coordinates"":{""x"":766,""y"":379,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":121,""game_time"":116425,""event_code"":4070}",0006c192,121,4070,116425,Scrub-A-Dub,Game,MAGMAPEAK
f7e47413,1c691f67ef07d047,2019-09-14T15:18:28.676Z,"{""description"":""Which tub is the right size for the sheep?"",""identifier"":""sheep_whichtub"",""media_type"":""animation"",""duration"":401,""level"":4,""round"":8,""event_count"":122,""game_time"":116659,""event_code"":3110}",0006c192,122,3110,116659,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,1c691f67ef07d047,2019-09-14T15:18:28.677Z,"{""size"":3,""item_type"":""Tub"",""position"":1,""animal"":""sheep"",""correct"":false,""coordinates"":{""x"":738,""y"":297,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":123,""game_time"":116659,""event_code"":4020}",0006c192,123,4020,116659,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:28.973Z,"{""coordinates"":{""x"":762,""y"":265,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":124,""game_time"":116956,""event_code"":4070}",0006c192,124,4070,116956,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:29.246Z,"{""coordinates"":{""x"":838,""y"":253,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":125,""game_time"":117246,""event_code"":4070}",0006c192,125,4070,117246,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:29.450Z,"{""coordinates"":{""x"":728,""y"":263,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":126,""game_time"":117442,""event_code"":4070}",0006c192,126,4070,117442,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:29.651Z,"{""coordinates"":{""x"":754,""y"":239,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":127,""game_time"":117642,""event_code"":4070}",0006c192,127,4070,117642,Scrub-A-Dub,Game,MAGMAPEAK
d88e8f25,1c691f67ef07d047,2019-09-14T15:18:29.700Z,"{""description"":""The sheep doesn't need such a big tub."",""identifier"":""sheep_tub_smaller"",""media_type"":""animation"",""total_duration"":2700,""level"":4,""round"":8,""event_count"":128,""game_time"":117692,""event_code"":3020}",0006c192,128,3020,117692,Scrub-A-Dub,Game,MAGMAPEAK
ac92046e,1c691f67ef07d047,2019-09-14T15:18:29.878Z,"{""description"":""The sheep doesn't need such a big tub."",""identifier"":""sheep_tub_smaller"",""media_type"":""animation"",""duration"":167,""level"":4,""round"":8,""event_count"":129,""game_time"":117859,""event_code"":3120}",0006c192,129,3120,117859,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,1c691f67ef07d047,2019-09-14T15:18:29.878Z,"{""size"":3,""item_type"":""Tub"",""position"":1,""animal"":""sheep"",""correct"":false,""coordinates"":{""x"":748,""y"":245,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":130,""game_time"":117859,""event_code"":4020}",0006c192,130,4020,117859,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:30.082Z,"{""coordinates"":{""x"":702,""y"":277,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":131,""game_time"":118075,""event_code"":4070}",0006c192,131,4070,118075,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:30.417Z,"{""coordinates"":{""x"":778,""y"":283,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":132,""game_time"":118401,""event_code"":4070}",0006c192,132,4070,118401,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:30.632Z,"{""coordinates"":{""x"":762,""y"":293,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":133,""game_time"":118625,""event_code"":4070}",0006c192,133,4070,118625,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:30.832Z,"{""coordinates"":{""x"":702,""y"":227,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":134,""game_time"":118825,""event_code"":4070}",0006c192,134,4070,118825,Scrub-A-Dub,Game,MAGMAPEAK
d88e8f25,1c691f67ef07d047,2019-09-14T15:18:30.881Z,"{""description"":""The sheep doesn't need such a big tub."",""identifier"":""sheep_tub_smaller"",""media_type"":""animation"",""total_duration"":2700,""level"":4,""round"":8,""event_count"":135,""game_time"":118875,""event_code"":3020}",0006c192,135,3020,118875,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:31.273Z,"{""coordinates"":{""x"":822,""y"":481,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":136,""game_time"":119259,""event_code"":4070}",0006c192,136,4070,119259,Scrub-A-Dub,Game,MAGMAPEAK
ac92046e,1c691f67ef07d047,2019-09-14T15:18:31.661Z,"{""description"":""The sheep doesn't need such a big tub."",""identifier"":""sheep_tub_smaller"",""media_type"":""animation"",""duration"":767,""level"":4,""round"":8,""event_count"":137,""game_time"":119642,""event_code"":3120}",0006c192,137,3120,119642,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,1c691f67ef07d047,2019-09-14T15:18:31.661Z,"{""size"":3,""item_type"":""Tub"",""position"":1,""animal"":""sheep"",""correct"":false,""coordinates"":{""x"":672,""y"":347,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":138,""game_time"":119642,""event_code"":4020}",0006c192,138,4020,119642,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:32.197Z,"{""coordinates"":{""x"":712,""y"":299,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":139,""game_time"":120192,""event_code"":4070}",0006c192,139,4070,120192,Scrub-A-Dub,Game,MAGMAPEAK
d88e8f25,1c691f67ef07d047,2019-09-14T15:18:32.667Z,"{""description"":""The sheep doesn't need such a big tub."",""identifier"":""sheep_tub_smaller"",""media_type"":""animation"",""total_duration"":2700,""level"":4,""round"":8,""event_count"":140,""game_time"":120659,""event_code"":3020}",0006c192,140,3020,120659,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:32.905Z,"{""coordinates"":{""x"":1050,""y"":349,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":141,""game_time"":120892,""event_code"":4070}",0006c192,141,4070,120892,Scrub-A-Dub,Game,MAGMAPEAK
ac92046e,1c691f67ef07d047,2019-09-14T15:18:33.108Z,"{""description"":""The sheep doesn't need such a big tub."",""identifier"":""sheep_tub_smaller"",""media_type"":""animation"",""duration"":433,""level"":4,""round"":8,""event_count"":142,""game_time"":121092,""event_code"":3120}",0006c192,142,3120,121092,Scrub-A-Dub,Game,MAGMAPEAK
5c3d2b2f,1c691f67ef07d047,2019-09-14T15:18:33.109Z,"{""size"":1,""item_type"":""Tub"",""position"":2,""animal"":""sheep"",""correct"":true,""coordinates"":{""x"":1124,""y"":335,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":143,""game_time"":121092,""event_code"":4020}",0006c192,143,4020,121092,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:33.332Z,"{""coordinates"":{""x"":1128,""y"":347,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":144,""game_time"":121326,""event_code"":4070}",0006c192,144,4070,121326,Scrub-A-Dub,Game,MAGMAPEAK
cf82af56,1c691f67ef07d047,2019-09-14T15:18:33.782Z,"{""coordinates"":{""x"":1090,""y"":781,""stage_width"":2028,""stage_height"":1082},""level"":4,""round"":8,""event_count"":145,""game_time"":121776,""event_code"":4070}",0006c192,145,4070,121776,Scrub-A-Dub,Game,MAGMAPEAK
08fd73f3,1c691f67ef07d047,2019-09-14T15:18:34.351Z,"{""duration"":6084,""round_target"":{""size"":1,""type"":""Tub"",""animal"":""sheep""},""misses"":3,""level"":4,""round"":8,""event_count"":146,""game_time"":122342,""event_code"":2030}",0006c192,146,2030,122342,Scrub-A-Dub,Game,MAGMAPEAK
26fd2d99,1c691f67ef07d047,2019-09-14T15:18:34.351Z,"{""round_target"":{""size"":3,""type"":""Tub"",""animal"":""hog""},""options"":[3,1,4],""animals"":[""hog""],""level"":4,""round"":9,""event_count"":147,""game_time"":122342,""event_code"":2020}",0006c192,147,2020,122342,Scrub-A-Dub,Game,MAGMAPEAK
f71c4741,1c691f67ef07d047,2019-09-14T15:18:34.352Z,"{""description"":""Which tub is right for the hog?"",""identifier"":""hog_whichtub"",""media_type"":""animation"",""total_duration"":2366,""level"":4,""round"":9,""event_count"":148,""game_time"":122342,""event_code"":3010}",0006c192,148,3010,122342,Scrub-A-Dub,Game,MAGMAPEAK
